Product ID,Product Name,Category,Stock Quantity,Daily Sales Avg,Purchase Price (OMR),Selling Price (OMR),Expiry Date,Status
1320,Fresh Detergent 4x,Cleaning,223,29,5.264,6.825,2027-09-24,Normal
1321,Standard Cola 1x,Beverages,167,17,7.829,9.886,2028-04-18,Normal
1322,Standard Chips 4x,Snacks,93,26,9.553,12.031,2027-02-25,Normal
1323,Local Bleach 1x,Cleaning,174,38,2.728,4.042,2027-08-19,Normal
1324,Standard Bread 4x,Bakery,28,22,9.772,14.302,2026-09-15,Low Stock
1325,Fresh Water 2x,Beverages,411,1,3.015,4.757,2026-12-19,Normal
1326,Local Salmon 3x,Meat,372,15,7.153,12.409,2026-09-02,Normal
1327,Gluten-Free Carrots 2x,Produce,278,21,2.842,4.749,2026-09-02,Normal
1328,Standard Pizza 1x,Frozen,367,50,2.647,3.442,2027-12-13,Normal
1329,Gluten-Free Frozen Vegetables 3x,Frozen,256,20,3.650,4.754,2027-08-30,Normal
1330,Gluten-Free Nuts 3x,Snacks,224,6,5.114,6.472,2026-12-22,Normal
1331,Gluten-Free Yogurt 5x,Dairy,72,18,8.117,14.505,2026-09-18,Normal
1332,Local Pizza 2x,Frozen,450,49,6.885,12.390,2028-06-24,Normal
1333,Gluten-Free Bread 1x,Bakery,414,50,6.909,8.734,2026-09-05,Normal
1334,Local Tea 4x,Beverages,186,10,5.862,9.991,2026-11-30,Normal
1335,Local Pasta 2x,Grocery,98,34,8.646,12.627,2027-03-27,Normal
1336,Diet Detergent 5x,Cleaning,427,36,9.350,15.373,2027-11-23,Normal
1337,Gluten-Free Shampoo 4x,Personal Care,85,7,1.412,2.174,2027-02-20,Normal
1338,Fresh Chicken Breast 2x,Meat,284,45,1.767,2.520,2026-09-23,Normal
1339,Premium Yogurt 4x,Dairy,415,10,9.225,11.379,2026-09-18,Normal
1340,Fresh Cola 5x,Beverages,301,1,4.685,6.792,2028-02-26,Normal
1341,Imported Ice Cream 2x,Frozen,476,5,1.857,2.622,2028-01-08,Normal
1342,Standard Cream 2x,Dairy,393,8,9.997,16.685,2026-09-22,Normal
1343,Diet Shampoo 4x,Personal Care,206,21,2.909,4.041,2027-06-09,Normal
1344,Local Chocolate 2x,Snacks,118,14,5.251,7.643,2027-10-10,Normal
1345,Imported Onions 2x,Produce,96,28,9.621,11.813,2026-09-04,Normal
1346,Standard Juice 1x,Beverages,448,41,5.376,7.392,2027-05-27,Normal
1347,Imported Soap 5x,Personal Care,171,7,3.190,4.769,2027-02-20,Normal
1348,Fresh Butter 5x,Dairy,86,3,5.559,8.774,2026-09-15,Normal
1349,Gluten-Free Bleach 5x,Cleaning,426,12,2.125,3.215,2028-01-11,Normal
1350,Local Apples 4x,Produce,234,8,4.797,7.684,2026-09-09,Normal
1351,Imported Cola 3x,Beverages,143,29,0.693,0.973,2027-11-25,Normal
1352,Diet Pizza 4x,Frozen,16,16,8.871,12.267,2028-05-11,Low Stock
1353,Gluten-Free Croissant 1x,Bakery,108,30,3.139,5.052,2026-09-22,Normal
1354,Premium Popcorn 5x,Snacks,325,23,1.116,1.894,2027-11-14,Normal
1355,Fresh Toothpaste 4x,Personal Care,360,48,3.103,4.706,2028-06-28,Normal
1356,Gluten-Free Minced Beef 1x,Meat,158,30,9.227,14.506,2026-09-03,Normal
1357,Imported Flour 1x,Grocery,35,9,9.885,13.480,2027-12-07,Normal
1358,Premium Coffee 2x,Beverages,458,20,2.417,3.763,2027-11-17,Normal
1359,Imported Chicken Nuggets 1x,Frozen,32,50,7.994,10.088,2027-08-02,Low Stock
1360,Organic Olive Oil 5x,Grocery,260,20,8.878,12.944,2027-05-31,Normal
1361,Fresh Potatoes 2x,Produce,203,45,3.167,5.350,2026-09-08,Normal
1362,Standard Minced Beef 3x,Meat,43,27,2.644,3.681,2026-09-10,Low Stock
1363,Imported Lamb Chops 5x,Meat,177,3,2.585,3.193,2026-09-19,Normal
1364,Local Popcorn 4x,Snacks,246,15,0.956,1.663,2028-01-02,Normal
1365,Fresh Ice Cream 4x,Frozen,341,2,1.272,1.856,2028-07-23,Normal
1366,Diet Bagel 4x,Bakery,269,33,6.326,8.233,2026-09-10,Normal
1367,Organic Muffins 5x,Bakery,108,32,2.539,3.664,2026-09-09,Normal
1368,Premium Toothpaste 2x,Personal Care,279,46,2.074,3.053,2028-03-14,Normal
1369,Imported Deodorant 2x,Personal Care,82,21,6.958,11.283,2027-12-26,Normal
1370,Standard Ice Cream 2x,Frozen,112,7,6.039,8.033,2027-09-21,Normal
1371,Imported Yogurt 5x,Dairy,212,46,0.634,0.980,2026-09-11,Normal
1372,Organic Juice 5x,Beverages,123,45,5.679,9.570,2028-01-06,Normal
1373,Imported Soap 5x,Personal Care,144,31,6.809,10.986,2027-07-08,Normal
1374,Diet Nuts 3x,Snacks,351,31,6.998,11.502,2027-01-17,Normal
1375,Organic Chicken Breast 2x,Meat,169,9,9.111,13.048,2026-09-10,Normal
1376,Imported Butter 1x,Dairy,12,4,4.715,8.040,2026-09-20,Normal
1377,Diet Onions 1x,Produce,462,14,9.878,15.584,2026-09-12,Normal
1378,Imported Sugar 4x,Grocery,417,21,6.490,11.526,2028-05-24,Normal
1379,Standard Pasta 1x,Grocery,469,46,6.229,7.767,2028-01-08,Normal
1380,Premium Chips 5x,Snacks,32,28,8.101,13.993,2027-01-27,Low Stock
1381,Diet Chips 1x,Snacks,226,42,3.672,6.506,2027-02-23,Normal
1382,Standard Frozen Vegetables 5x,Frozen,73,33,2.079,2.905,2027-05-18,Normal
1383,Fresh Olive Oil 2x,Grocery,360,17,4.486,7.231,2027-08-28,Normal
1384,Standard Pasta 1x,Grocery,494,47,6.336,7.673,2027-09-08,Normal
1385,Standard Frozen Vegetables 2x,Frozen,210,36,2.723,4.137,2027-12-14,Normal
1386,Standard Rice 5x,Grocery,261,15,9.164,14.259,2028-04-05,Normal
1387,Fresh Onions 5x,Produce,235,44,9.005,16.064,2026-09-22,Normal
1388,Premium Rice 5x,Grocery,152,8,4.816,7.163,2027-07-09,Normal
1389,Imported Cola 4x,Beverages,475,29,8.655,11.975,2027-06-23,Normal
1390,Organic Water 4x,Beverages,218,13,5.344,7.314,2028-03-17,Normal
1391,Premium Cookies 5x,Snacks,262,19,7.104,12.498,2027-02-27,Normal
1392,Diet Cake 4x,Bakery,132,1,7.955,9.789,2026-09-08,Normal
1393,Imported Potatoes 4x,Produce,336,9,0.849,1.243,2026-09-21,Normal
1394,Imported Chicken Breast 4x,Meat,198,7,9.502,13.904,2026-09-03,Normal
1395,Imported Olive Oil 4x,Grocery,337,44,5.440,7.655,2026-12-29,Normal
1396,Imported Apples 5x,Produce,236,26,2.156,3.110,2026-09-21,Normal
1397,Standard Ice Cream 3x,Frozen,414,20,6.464,9.538,2027-04-28,Normal
1398,Diet Bagel 1x,Bakery,356,42,4.055,4.893,2026-09-14,Normal
1399,Diet Carrots 2x,Produce,240,40,2.325,3.060,2026-09-11,Normal
1400,Organic Cheese 5x,Dairy,181,36,3.883,4.848,2026-09-03,Normal
1401,Gluten-Free Chicken Breast 1x,Meat,55,39,6.948,11.917,2026-09-05,Low Stock
1402,Imported Toothpaste 5x,Personal Care,148,25,4.525,7.383,2028-01-29,Normal
1403,Premium Bananas 1x,Produce,476,5,3.375,5.170,2026-09-04,Normal
1404,Local Apples 2x,Produce,26,17,3.032,3.875,2026-09-15,Low Stock
1405,Standard Cola 1x,Beverages,55,18,5.472,9.790,2027-03-06,Normal
1406,Standard Ice Cream 5x,Frozen,179,9,2.100,3.568,2028-02-17,Normal
1407,Fresh Toothpaste 5x,Personal Care,326,45,3.336,4.065,2028-05-05,Normal
1408,Organic Cola 2x,Beverages,413,6,3.683,6.519,2027-09-15,Normal
1409,Standard Carrots 3x,Produce,389,43,6.136,9.096,2026-09-17,Normal
1410,Fresh Chocolate 2x,Snacks,358,5,2.958,4.934,2027-10-16,Normal
1411,Standard Bagel 2x,Bakery,46,1,8.314,13.287,2026-09-14,Normal
1412,Standard Sugar 3x,Grocery,243,16,4.652,5.954,2027-05-12,Normal
1413,Organic Dish Soap 4x,Cleaning,210,11,7.581,13.050,2027-08-28,Normal
1414,Imported Croissant 3x,Bakery,173,36,7.436,11.398,2026-09-20,Normal
1415,Diet Popcorn 1x,Snacks,409,35,2.632,3.767,2028-02-02,Normal
1416,Local Yogurt 5x,Dairy,181,45,3.951,6.777,2026-09-20,Normal
1417,Gluten-Free Shampoo 1x,Personal Care,128,46,3.363,5.286,2027-10-07,Normal
1418,Gluten-Free Dish Soap 5x,Cleaning,216,45,7.438,10.615,2027-10-17,Normal
1419,Local Shampoo 1x,Personal Care,332,49,1.785,2.755,2027-05-19,Normal
1420,Organic Rice 5x,Grocery,400,44,8.163,11.182,2027-12-25,Normal
1421,Fresh Tea 3x,Beverages,288,16,3.105,5.291,2027-08-15,Normal
1422,Premium Lamb Chops 1x,Meat,129,11,8.745,13.919,2026-09-11,Normal
1423,Imported Bread 4x,Bakery,414,34,9.134,11.114,2026-08-31,Normal
1424,Imported Sponges 5x,Cleaning,190,14,4.300,7.726,2027-08-10,Normal
1425,Fresh Chicken Breast 4x,Meat,474,14,9.881,17.140,2026-09-05,Normal
1426,Fresh Detergent 2x,Cleaning,422,13,4.680,8.019,2028-05-15,Normal
1427,Organic Chocolate 1x,Snacks,97,25,3.201,4.047,2027-11-21,Normal
1428,Imported Bagel 2x,Bakery,203,43,2.376,3.298,2026-09-13,Normal
1429,Diet Ice Cream 5x,Frozen,233,45,8.776,15.072,2028-02-03,Normal
1430,Local Sausages 2x,Meat,374,6,7.720,10.243,2026-09-17,Normal
1431,Fresh Apples 2x,Produce,157,28,4.195,5.892,2026-09-20,Normal
1432,Imported Rice 5x,Grocery,482,34,6.811,9.052,2027-12-05,Normal
1433,Organic Pizza 3x,Frozen,363,2,2.883,3.468,2027-03-20,Normal
1434,Standard Bananas 5x,Produce,132,43,3.768,5.358,2026-09-01,Normal
1435,Diet Butter 1x,Dairy,272,6,0.703,1.140,2026-09-16,Normal
1436,Diet Salmon 4x,Meat,97,33,4.475,6.382,2026-09-16,Normal
1437,Imported Sponges 5x,Cleaning,461,4,3.168,4.237,2027-02-15,Normal
1438,Organic Carrots 3x,Produce,221,25,3.178,3.954,2026-09-15,Normal
1439,Fresh Water 4x,Beverages,380,10,9.628,13.475,2027-09-12,Normal
1440,Premium Dish Soap 4x,Cleaning,272,27,7.059,9.325,2027-08-29,Normal
1441,Organic Pizza 4x,Frozen,400,16,3.141,4.753,2028-02-27,Normal
1442,Gluten-Free Minced Beef 5x,Meat,125,24,9.168,15.374,2026-09-20,Normal
1443,Diet Dish Soap 2x,Cleaning,227,24,3.684,6.131,2028-07-19,Normal
1444,Fresh Water 3x,Beverages,470,45,6.395,8.772,2027-05-29,Normal
1445,Organic Sausages 3x,Meat,411,15,9.021,13.750,2026-09-07,Normal
1446,Standard Toothpaste 1x,Personal Care,499,17,2.286,2.782,2028-06-22,Normal
1447,Fresh Ice Cream 3x,Frozen,246,26,9.025,10.932,2027-04-13,Normal
1448,Standard Ice Cream 2x,Frozen,13,1,9.234,13.312,2028-05-17,Normal
1449,Standard Bread 2x,Bakery,19,18,0.668,1.148,2026-09-01,Low Stock
1450,Imported Soap 2x,Personal Care,249,8,6.862,9.635,2027-11-17,Normal
1451,Local Juice 1x,Beverages,70,34,6.332,9.237,2028-05-14,Normal
1452,Imported Milk 4x,Dairy,368,50,8.848,15.743,2026-09-14,Normal
1453,Organic Bread 1x,Bakery,487,36,4.049,5.073,2026-09-10,Normal
1454,Organic Apples 5x,Produce,86,8,5.028,7.307,2026-09-17,Normal
1455,Diet Cream 2x,Dairy,20,4,7.530,10.957,2026-09-06,Normal
1456,Diet Chocolate 1x,Snacks,44,6,4.322,7.375,2026-12-22,Normal
1457,Organic Milk 5x,Dairy,59,47,5.084,8.746,2026-09-10,Low Stock
1458,Fresh Chicken Breast 3x,Meat,77,5,7.790,9.579,2026-09-22,Normal
1459,Organic Chocolate 4x,Snacks,137,10,5.673,9.740,2027-09-15,Normal
1460,Fresh Sausages 1x,Meat,286,29,9.025,13.990,2026-09-22,Normal
1461,Premium Sugar 2x,Grocery,199,20,4.759,7.103,2028-06-12,Normal
1462,Standard Cake 2x,Bakery,441,14,0.995,1.498,2026-09-14,Normal
1463,Fresh Potatoes 1x,Produce,19,15,1.267,1.732,2026-08-31,Low Stock
1464,Fresh Pizza 2x,Frozen,257,50,3.271,4.023,2027-05-10,Normal
1465,Fresh Tea 4x,Beverages,189,43,2.963,5.096,2028-03-28,Normal
1466,Organic Cola 2x,Beverages,47,15,3.807,5.548,2027-09-03,Normal
1467,Standard Butter 2x,Dairy,240,5,5.070,8.250,2026-09-04,Normal
1468,Gluten-Free Yogurt 2x,Dairy,482,7,8.380,12.781,2026-09-18,Normal
1469,Fresh Chicken Breast 5x,Meat,178,27,8.647,11.311,2026-09-01,Normal
1470,Imported Popcorn 2x,Snacks,126,38,2.036,2.531,2027-10-31,Normal
1471,Local Toothpaste 1x,Personal Care,387,21,3.022,5.380,2027-01-01,Normal
1472,Organic Flour 2x,Grocery,480,1,2.286,3.557,2028-04-22,Normal
1473,Diet Muffins 4x,Bakery,32,23,3.786,6.213,2026-09-11,Low Stock
1474,Premium Cake 2x,Bakery,142,24,0.929,1.455,2026-08-29,Normal
1475,Fresh Potatoes 3x,Produce,264,19,9.809,13.566,2026-08-31,Normal
1476,Fresh Lamb Chops 1x,Meat,242,33,9.683,11.818,2026-09-06,Normal
1477,Standard Water 5x,Beverages,397,34,4.836,6.909,2027-02-02,Normal
1478,Local Rice 2x,Grocery,439,5,7.831,13.302,2028-02-10,Normal
1479,Gluten-Free Muffins 3x,Bakery,495,4,8.497,14.702,2026-08-30,Near Expiry - Overstock
1480,Gluten-Free Shampoo 5x,Personal Care,178,42,3.444,4.388,2027-07-30,Normal
1481,Imported Cookies 5x,Snacks,131,17,6.149,11.062,2028-07-14,Normal
1482,Premium Juice 1x,Beverages,46,40,0.684,1.209,2027-02-06,Low Stock
1483,Imported Milk 2x,Dairy,327,24,6.989,8.538,2026-09-20,Normal
1484,Gluten-Free Sugar 2x,Grocery,246,3,8.973,14.566,2027-01-09,Normal
1485,Standard Nuts 2x,Snacks,388,45,6.260,10.851,2028-04-13,Normal
1486,Standard Bananas 1x,Produce,499,41,3.424,5.077,2026-09-09,Normal
1487,Fresh Bagel 2x,Bakery,283,35,5.463,6.665,2026-09-07,Normal
1488,Imported Onions 1x,Produce,421,39,8.490,14.414,2026-09-11,Normal
1489,Diet Nuts 2x,Snacks,204,21,6.145,10.743,2027-05-18,Normal
1490,Premium Apples 5x,Produce,110,37,2.227,3.497,2026-09-16,Normal
1491,Organic Cream 1x,Dairy,372,44,3.860,5.354,2026-09-23,Normal
1492,Organic Cheese 1x,Dairy,385,1,3.494,5.095,2026-09-15,Normal
1493,Organic Yogurt 3x,Dairy,199,3,7.373,9.071,2026-09-01,Normal
1494,Imported Shampoo 4x,Personal Care,21,18,4.349,6.689,2027-11-14,Low Stock
1495,Local Chicken Nuggets 3x,Frozen,448,28,6.034,7.808,2028-04-05,Normal
1496,Diet Toothpaste 3x,Personal Care,25,10,7.686,10.312,2027-06-08,Normal
1497,Organic Onions 4x,Produce,443,6,7.602,12.859,2026-09-12,Normal
1498,Premium Muffins 5x,Bakery,114,9,6.060,10.178,2026-09-05,Normal
1499,Organic Rice 4x,Grocery,367,48,0.709,1.205,2028-03-04,Normal
1500,Standard Croissant 4x,Bakery,432,13,9.711,17.086,2026-09-01,Normal
1501,Diet Juice 5x,Beverages,301,18,3.259,5.029,2027-09-02,Normal
1502,Imported Butter 5x,Dairy,310,3,8.512,11.392,2026-09-10,Normal
1503,Premium Lamb Chops 3x,Meat,90,30,1.530,2.668,2026-09-06,Normal
1504,Diet Shampoo 4x,Personal Care,236,28,8.797,14.371,2027-07-13,Normal
1505,Local Chips 1x,Snacks,395,24,5.474,8.362,2027-04-05,Normal
1506,Fresh Potatoes 4x,Produce,178,38,8.111,10.730,2026-09-03,Normal
1507,Premium Ice Cream 5x,Frozen,168,43,0.622,1.086,2028-04-08,Normal
1508,Gluten-Free Frozen Vegetables 3x,Frozen,340,50,4.140,5.494,2027-02-17,Normal
1509,Gluten-Free Bananas 3x,Produce,377,11,7.786,10.163,2026-08-31,Normal
1510,Local Butter 5x,Dairy,227,8,6.473,9.088,2026-09-07,Normal
1511,Diet Cheese 3x,Dairy,167,13,1.413,2.516,2026-09-14,Normal
1512,Fresh Tea 3x,Beverages,270,23,2.282,3.818,2026-11-30,Normal
1513,Local Apples 1x,Produce,477,35,7.154,12.376,2026-09-20,Normal
1514,Fresh Detergent 2x,Cleaning,10,21,7.481,12.402,2026-12-31,Low Stock
1515,Diet Toothpaste 5x,Personal Care,70,6,7.274,12.869,2027-04-19,Normal
1516,Organic Pizza 4x,Frozen,192,35,2.631,4.616,2027-08-29,Normal
1517,Diet Sponges 4x,Cleaning,171,3,0.601,0.973,2027-01-01,Normal
1518,Premium Bleach 1x,Cleaning,202,30,3.972,6.970,2028-05-25,Normal
1519,Imported Chocolate 3x,Snacks,69,40,6.880,11.379,2027-08-31,Low Stock
1520,Standard Onions 5x,Produce,378,7,6.852,8.855,2026-09-22,Normal
1521,Imported Juice 2x,Beverages,271,38,5.022,7.311,2027-09-03,Normal
1522,Gluten-Free Bleach 3x,Cleaning,108,25,2.535,3.326,2027-11-12,Normal
1523,Diet Ice Cream 5x,Frozen,451,46,6.598,8.046,2027-10-16,Normal
1524,Local Chips 3x,Snacks,137,12,8.754,10.801,2027-08-31,Normal
1525,Gluten-Free Chips 3x,Snacks,489,37,5.300,8.563,2027-04-28,Normal
1526,Standard Muffins 3x,Bakery,287,27,2.861,4.407,2026-09-16,Normal
1527,Fresh Carrots 4x,Produce,282,23,9.574,16.882,2026-09-01,Normal
1528,Diet Cake 4x,Bakery,235,5,6.640,11.368,2026-09-13,Normal
1529,Local Bananas 2x,Produce,399,18,2.540,3.887,2026-08-31,Normal
1530,Standard Apples 1x,Produce,102,18,0.594,0.956,2026-09-16,Normal
1531,Gluten-Free Cake 2x,Bakery,479,6,1.687,2.713,2026-09-11,Normal
1532,Diet Soap 3x,Personal Care,419,25,4.845,7.340,2028-05-04,Normal
1533,Standard Toothpaste 4x,Personal Care,67,43,3.337,4.282,2027-09-11,Low Stock
1534,Standard Cookies 2x,Snacks,480,42,5.902,10.521,2027-01-09,Normal
1535,Diet Pasta 2x,Grocery,491,12,7.621,11.897,2027-03-22,Normal
1536,Premium Milk 1x,Dairy,391,3,3.611,5.739,2026-09-11,Normal
1537,Premium Salmon 1x,Meat,95,14,5.860,9.733,2026-09-12,Normal
1538,Imported Juice 1x,Beverages,454,36,5.516,9.469,2027-01-12,Normal
1539,Local Bleach 4x,Cleaning,328,22,5.316,9.059,2027-11-04,Normal
1540,Local Water 4x,Beverages,193,37,7.075,9.026,2027-02-22,Normal
1541,Organic Bananas 5x,Produce,50,33,3.548,5.248,2026-08-29,Low Stock
1542,Premium Water 1x,Beverages,54,24,3.775,4.573,2027-09-17,Normal
1543,Fresh Milk 5x,Dairy,319,42,6.615,10.018,2026-09-14,Normal
1544,Standard Chicken Nuggets 4x,Frozen,353,39,9.483,14.763,2028-07-20,Normal
1545,Fresh Bread 2x,Bakery,256,44,7.374,10.922,2026-09-23,Normal
1546,Premium Pasta 2x,Grocery,319,10,1.951,2.934,2027-09-09,Normal
1547,Premium Popcorn 4x,Snacks,287,6,6.690,9.948,2027-11-16,Normal
1548,Fresh Dish Soap 3x,Cleaning,472,40,9.708,16.417,2027-09-19,Normal
1549,Organic Detergent 2x,Cleaning,146,3,9.589,15.356,2028-03-28,Normal
1550,Fresh Croissant 5x,Bakery,90,29,2.831,4.643,2026-08-31,Normal
1551,Fresh Chicken Breast 4x,Meat,356,35,5.289,8.271,2026-09-05,Normal
1552,Fresh Yogurt 4x,Dairy,179,47,3.605,6.180,2026-09-04,Normal
1553,Premium Cream 5x,Dairy,256,19,8.819,14.016,2026-09-15,Normal
1554,Premium Muffins 2x,Bakery,497,23,8.022,13.952,2026-09-20,Normal
1555,Standard Frozen Vegetables 5x,Frozen,246,20,9.663,14.629,2026-12-05,Normal
1556,Premium Sugar 4x,Grocery,424,30,4.752,5.792,2027-03-19,Normal
1557,Gluten-Free Butter 2x,Dairy,407,36,3.100,5.437,2026-09-10,Normal
1558,Local Bleach 4x,Cleaning,104,3,9.214,11.444,2027-10-30,Normal
1559,Imported Frozen Vegetables 1x,Frozen,144,27,4.713,8.063,2027-04-30,Normal
1560,Fresh Sugar 2x,Grocery,243,32,4.416,5.910,2027-01-11,Normal
1561,Diet Nuts 5x,Snacks,223,27,9.239,15.268,2028-02-06,Normal
1562,Local Cookies 5x,Snacks,47,50,7.269,12.904,2027-03-31,Low Stock
1563,Standard Onions 4x,Produce,368,24,6.857,11.880,2026-09-20,Normal
1564,Standard Cake 3x,Bakery,321,48,9.470,11.946,2026-09-01,Normal
1565,Imported Chocolate 2x,Snacks,182,9,7.327,12.432,2027-12-11,Normal
1566,Premium Bread 3x,Bakery,330,23,8.538,12.236,2026-09-23,Normal
1567,Standard Bread 2x,Bakery,355,5,7.574,10.530,2026-09-23,Normal
1568,Imported Potatoes 1x,Produce,367,10,3.994,5.199,2026-08-31,Normal
1569,Gluten-Free Toothpaste 5x,Personal Care,482,16,7.588,12.958,2028-02-10,Normal
1570,Premium Bagel 2x,Bakery,202,41,2.981,3.960,2026-09-11,Normal
1571,Fresh Rice 5x,Grocery,331,43,6.585,9.982,2028-05-20,Normal
1572,Diet Cake 3x,Bakery,146,37,2.635,3.824,2026-09-04,Normal
1573,Fresh Cola 3x,Beverages,173,19,8.138,13.662,2027-03-21,Normal
1574,Premium Cookies 4x,Snacks,257,20,5.587,7.570,2028-07-10,Normal
1575,Imported Deodorant 3x,Personal Care,415,33,5.907,10.147,2027-10-09,Normal
1576,Standard Dish Soap 1x,Cleaning,95,33,1.797,2.507,2027-12-24,Normal
1577,Standard Cookies 5x,Snacks,445,15,9.593,16.102,2027-05-28,Normal
1578,Diet Cream 1x,Dairy,357,40,0.654,0.964,2026-09-11,Normal
1579,Standard Yogurt 2x,Dairy,460,23,2.813,3.866,2026-09-05,Normal
1580,Gluten-Free Chicken Nuggets 5x,Frozen,96,48,8.608,13.411,2027-11-22,Normal
1581,Imported Sausages 3x,Meat,346,39,2.616,4.112,2026-09-21,Normal
1582,Organic Yogurt 2x,Dairy,274,29,7.820,12.282,2026-09-17,Normal
1583,Fresh Pizza 4x,Frozen,424,40,7.208,11.355,2027-11-03,Normal
1584,Premium Minced Beef 1x,Meat,60,13,7.354,12.264,2026-09-18,Normal
1585,Fresh Cookies 4x,Snacks,298,35,7.812,10.235,2028-01-19,Normal
1586,Local Soap 2x,Personal Care,63,27,1.863,2.525,2027-04-19,Normal
1587,Organic Shampoo 2x,Personal Care,136,31,8.726,13.404,2027-02-12,Normal
1588,Standard Milk 3x,Dairy,39,33,2.316,2.857,2026-09-17,Low Stock
1589,Local Bread 1x,Bakery,292,34,3.372,5.999,2026-09-19,Normal
1590,Premium Bananas 1x,Produce,182,1,1.001,1.790,2026-09-21,Normal
1591,Imported Lamb Chops 3x,Meat,271,4,1.257,1.894,2026-09-15,Normal
1592,Premium Bananas 2x,Produce,414,11,6.767,10.669,2026-09-20,Normal
1593,Standard Chips 3x,Snacks,397,9,5.091,9.037,2028-01-07,Normal
1594,Fresh Tea 2x,Beverages,219,18,3.254,5.255,2026-12-23,Normal
1595,Premium Soap 3x,Personal Care,494,14,4.581,7.996,2027-06-28,Normal
1596,Imported Potatoes 3x,Produce,375,31,3.090,5.396,2026-09-23,Normal
1597,Organic Ice Cream 4x,Frozen,409,46,4.228,6.570,2027-09-21,Normal
1598,Diet Bananas 3x,Produce,396,12,3.324,5.688,2026-08-29,Near Expiry - Overstock
1599,Organic Bananas 5x,Produce,18,14,6.731,10.193,2026-09-18,Low Stock
1600,Premium Chocolate 3x,Snacks,304,41,6.568,10.781,2027-11-05,Normal
1601,Premium Minced Beef 3x,Meat,128,43,5.477,9.460,2026-09-06,Normal
1602,Standard Deodorant 2x,Personal Care,416,23,8.111,13.994,2027-03-21,Normal
1603,Standard Deodorant 2x,Personal Care,251,50,1.398,1.749,2027-04-09,Normal
1604,Local Nuts 3x,Snacks,324,24,3.888,6.051,2027-01-01,Normal
1605,Standard Chocolate 4x,Snacks,261,23,1.194,1.485,2027-08-02,Normal
1606,Gluten-Free Olive Oil 1x,Grocery,168,48,4.910,6.867,2028-06-24,Normal
1607,Organic Bleach 5x,Cleaning,315,6,5.572,7.786,2028-05-21,Normal
1608,Fresh Nuts 2x,Snacks,298,22,2.635,4.717,2026-12-19,Normal
1609,Premium Yogurt 1x,Dairy,404,7,1.716,2.828,2026-09-19,Normal
1610,Standard Bread 4x,Bakery,415,44,4.900,7.667,2026-09-21,Normal
1611,Fresh Canned Beans 1x,Grocery,447,1,6.341,8.232,2028-04-05,Normal
1612,Premium Tomatoes 4x,Produce,13,22,6.471,8.008,2026-09-04,Low Stock
1613,Organic Cookies 2x,Snacks,148,46,9.973,13.682,2028-03-24,Normal
1614,Imported Soap 2x,Personal Care,417,25,3.556,6.322,2027-02-19,Normal
1615,Standard Chips 3x,Snacks,311,11,6.757,8.306,2028-04-15,Normal
1616,Standard Toothpaste 3x,Personal Care,20,4,2.890,3.977,2028-06-16,Normal
1617,Organic Nuts 1x,Snacks,333,13,7.480,11.658,2027-01-14,Normal
1618,Premium Tea 4x,Beverages,481,50,7.320,9.461,2026-12-25,Normal
1619,Standard Minced Beef 5x,Meat,412,41,2.801,3.864,2026-09-18,Normal
1620,Local Ice Cream 2x,Frozen,419,32,6.450,9.589,2028-04-02,Normal
1621,Local Frozen Vegetables 4x,Frozen,402,39,6.504,8.466,2027-11-16,Normal
1622,Organic Canned Beans 5x,Grocery,163,45,3.474,5.342,2027-05-08,Normal
1623,Imported Carrots 3x,Produce,153,22,3.251,4.469,2026-09-17,Normal
1624,Gluten-Free Popcorn 5x,Snacks,148,35,7.995,12.642,2027-05-30,Normal
1625,Premium Bread 4x,Bakery,169,33,5.520,7.676,2026-09-07,Normal
1626,Standard Butter 1x,Dairy,378,39,6.414,11.254,2026-09-09,Normal
1627,Diet Salmon 5x,Meat,352,25,3.479,4.836,2026-09-02,Normal
1628,Local Butter 2x,Dairy,255,43,1.371,2.155,2026-08-29,Normal
1629,Imported Soap 3x,Personal Care,69,28,0.668,0.983,2027-07-16,Normal
1630,Standard Sausages 4x,Meat,358,41,7.733,12.849,2026-09-15,Normal
1631,Standard Olive Oil 4x,Grocery,224,18,1.634,2.483,2026-12-12,Normal
1632,Local Dish Soap 3x,Cleaning,450,21,2.381,4.181,2027-08-09,Normal
1633,Premium Bleach 2x,Cleaning,423,41,7.886,12.446,2028-03-29,Normal
1634,Gluten-Free Popcorn 4x,Snacks,303,43,7.299,11.474,2027-02-25,Normal
1635,Standard Soap 4x,Personal Care,154,26,0.732,1.123,2027-07-17,Normal
1636,Imported Salmon 1x,Meat,56,14,3.115,4.867,2026-09-08,Normal
1637,Fresh Deodorant 2x,Personal Care,458,38,1.202,1.489,2028-05-11,Normal
1638,Gluten-Free Rice 3x,Grocery,389,47,6.229,10.896,2027-06-19,Normal
1639,Local Carrots 1x,Produce,282,24,9.541,16.311,2026-09-10,Normal
1640,Diet Apples 3x,Produce,86,46,4.975,6.835,2026-09-10,Low Stock
1641,Gluten-Free Pizza 2x,Frozen,377,8,7.152,9.181,2027-07-19,Normal
1642,Standard Cake 2x,Bakery,433,30,6.376,10.639,2026-08-31,Normal
1643,Organic Cookies 5x,Snacks,229,32,1.092,1.591,2027-11-30,Normal
